V1	V(n001)	V(n002)	I(R1)
3.950000000000000e+00	3.950000e+00	2.941196e+00	2.941196e-01
3.960000000000000e+00	3.960000e+00	2.950523e+00	2.950523e-01
3.970000000000000e+00	3.970000e+00	2.959850e+00	2.959850e-01
3.980000000000000e+00	3.980000e+00	2.969177e+00	2.969177e-01
3.990000000000000e+00	3.990000e+00	2.978505e+00	2.978505e-01
4.000000000000000e+00	4.000000e+00	2.987834e+00	2.987834e-01
4.010000000000000e+00	4.010000e+00	2.997163e+00	2.997163e-01
4.020000000000000e+00	4.020000e+00	3.006492e+00	3.006492e-01
4.030000000000000e+00	4.030000e+00	3.015822e+00	3.015822e-01
4.040000000000000e+00	4.040000e+00	3.025152e+00	3.025152e-01
4.050000000000000e+00	4.050000e+00	3.034482e+00	3.034482e-01
4.060000000000000e+00	4.060000e+00	3.043813e+00	3.043813e-01
4.070000000000000e+00	4.070000e+00	3.053144e+00	3.053144e-01
4.080000000000000e+00	4.080000e+00	3.062476e+00	3.062476e-01
4.090000000000000e+00	4.090000e+00	3.071808e+00	3.071808e-01
4.100000000000000e+00	4.100000e+00	3.081141e+00	3.081141e-01
4.110000000000000e+00	4.110000e+00	3.090473e+00	3.090473e-01
4.120000000000000e+00	4.120000e+00	3.099807e+00	3.099807e-01
4.130000000000000e+00	4.130000e+00	3.109140e+00	3.109140e-01
4.140000000000000e+00	4.140000e+00	3.118474e+00	3.118474e-01
4.150000000000000e+00	4.150000e+00	3.127809e+00	3.127809e-01
4.160000000000000e+00	4.160000e+00	3.137143e+00	3.137143e-01
4.170000000000000e+00	4.170000e+00	3.146478e+00	3.146479e-01
4.180000000000000e+00	4.180000e+00	3.155814e+00	3.155814e-01
4.190000000000000e+00	4.190000e+00	3.165150e+00	3.165150e-01
4.200000000000000e+00	4.200000e+00	3.174486e+00	3.174486e-01
4.210000000000000e+00	4.210000e+00	3.183823e+00	3.183823e-01
4.220000000000000e+00	4.220000e+00	3.193160e+00	3.193160e-01
4.230000000000000e+00	4.230000e+00	3.202497e+00	3.202497e-01
4.240000000000000e+00	4.240000e+00	3.211835e+00	3.211834e-01
4.250000000000000e+00	4.250000e+00	3.221173e+00	3.221173e-01
4.260000000000000e+00	4.260000e+00	3.230511e+00	3.230511e-01
4.270000000000000e+00	4.270000e+00	3.239850e+00	3.239850e-01
4.280000000000000e+00	4.280000e+00	3.249189e+00	3.249189e-01
4.290000000000000e+00	4.290000e+00	3.258528e+00	3.258528e-01
4.300000000000000e+00	4.300000e+00	3.267868e+00	3.267868e-01
4.310000000000000e+00	4.310000e+00	3.277208e+00	3.277208e-01
4.320000000000000e+00	4.320000e+00	3.286549e+00	3.286549e-01
4.330000000000000e+00	4.330000e+00	3.295890e+00	3.295889e-01
4.340000000000000e+00	4.340000e+00	3.305231e+00	3.305231e-01
4.350000000000001e+00	4.350000e+00	3.314572e+00	3.314572e-01
4.360000000000000e+00	4.360000e+00	3.323914e+00	3.323914e-01
4.370000000000000e+00	4.370000e+00	3.333256e+00	3.333256e-01
4.380000000000000e+00	4.380000e+00	3.342599e+00	3.342599e-01
4.390000000000000e+00	4.390000e+00	3.351942e+00	3.351942e-01
4.400000000000000e+00	4.400000e+00	3.361285e+00	3.361285e-01
4.410000000000000e+00	4.410000e+00	3.370628e+00	3.370628e-01
4.420000000000000e+00	4.420000e+00	3.379972e+00	3.379972e-01
4.430000000000000e+00	4.430000e+00	3.389316e+00	3.389316e-01
4.440000000000000e+00	4.440000e+00	3.398661e+00	3.398661e-01
4.450000000000000e+00	4.450000e+00	3.408005e+00	3.408006e-01
4.460000000000000e+00	4.460000e+00	3.417351e+00	3.417351e-01
4.470000000000000e+00	4.470000e+00	3.426696e+00	3.426696e-01
4.480000000000000e+00	4.480000e+00	3.436042e+00	3.436042e-01
4.490000000000000e+00	4.490000e+00	3.445388e+00	3.445388e-01
4.500000000000000e+00	4.500000e+00	3.454734e+00	3.454734e-01
4.510000000000000e+00	4.510000e+00	3.464081e+00	3.464081e-01
4.520000000000000e+00	4.520000e+00	3.473428e+00	3.473428e-01
4.530000000000000e+00	4.530000e+00	3.482775e+00	3.482775e-01
4.540000000000000e+00	4.540000e+00	3.492123e+00	3.492123e-01
4.550000000000000e+00	4.550000e+00	3.501471e+00	3.501471e-01
4.560000000000000e+00	4.560000e+00	3.510819e+00	3.510819e-01
4.570000000000000e+00	4.570000e+00	3.520167e+00	3.520167e-01
4.580000000000000e+00	4.580000e+00	3.529516e+00	3.529516e-01
4.590000000000000e+00	4.590000e+00	3.538865e+00	3.538865e-01
4.600000000000001e+00	4.600000e+00	3.548215e+00	3.548215e-01
4.610000000000000e+00	4.610000e+00	3.557564e+00	3.557564e-01
4.620000000000000e+00	4.620000e+00	3.566914e+00	3.566914e-01
4.630000000000000e+00	4.630000e+00	3.576265e+00	3.576265e-01
4.640000000000000e+00	4.640000e+00	3.585615e+00	3.585615e-01
4.650000000000000e+00	4.650000e+00	3.594966e+00	3.594966e-01
4.660000000000000e+00	4.660000e+00	3.604317e+00	3.604317e-01
4.670000000000000e+00	4.670000e+00	3.613668e+00	3.613669e-01
4.680000000000000e+00	4.680000e+00	3.623020e+00	3.623020e-01
4.690000000000000e+00	4.690000e+00	3.632372e+00	3.632372e-01
4.700000000000000e+00	4.700000e+00	3.641725e+00	3.641725e-01
4.710000000000000e+00	4.710000e+00	3.651077e+00	3.651077e-01
4.720000000000000e+00	4.720000e+00	3.660430e+00	3.660430e-01
4.730000000000000e+00	4.730000e+00	3.669783e+00	3.669783e-01
4.740000000000000e+00	4.740000e+00	3.679136e+00	3.679136e-01
4.750000000000000e+00	4.750000e+00	3.688490e+00	3.688490e-01
4.760000000000000e+00	4.760000e+00	3.697844e+00	3.697844e-01
4.770000000000000e+00	4.770000e+00	3.707198e+00	3.707198e-01
4.780000000000000e+00	4.780000e+00	3.716552e+00	3.716553e-01
4.790000000000000e+00	4.790000e+00	3.725907e+00	3.725907e-01
4.800000000000000e+00	4.800000e+00	3.735262e+00	3.735262e-01
4.810000000000000e+00	4.810000e+00	3.744618e+00	3.744618e-01
4.820000000000000e+00	4.820000e+00	3.753973e+00	3.753973e-01
4.830000000000000e+00	4.830000e+00	3.763329e+00	3.763329e-01
4.840000000000000e+00	4.840000e+00	3.772685e+00	3.772685e-01
4.850000000000001e+00	4.850000e+00	3.782041e+00	3.782041e-01
4.860000000000000e+00	4.860000e+00	3.791398e+00	3.791398e-01
4.870000000000000e+00	4.870000e+00	3.800755e+00	3.800755e-01
4.880000000000000e+00	4.880000e+00	3.810112e+00	3.810112e-01
4.890000000000000e+00	4.890000e+00	3.819469e+00	3.819469e-01
4.900000000000000e+00	4.900000e+00	3.828827e+00	3.828827e-01
4.910000000000000e+00	4.910000e+00	3.838185e+00	3.838184e-01
4.920000000000000e+00	4.920000e+00	3.847543e+00	3.847543e-01
4.930000000000000e+00	4.930000e+00	3.856901e+00	3.856901e-01
4.940000000000000e+00	4.940000e+00	3.866260e+00	3.866260e-01
4.950000000000000e+00	4.950000e+00	3.875618e+00	3.875619e-01
4.960000000000000e+00	4.960000e+00	3.884978e+00	3.884978e-01
4.970000000000000e+00	4.970000e+00	3.894337e+00	3.894337e-01
4.980000000000000e+00	4.980000e+00	3.903697e+00	3.903697e-01
4.990000000000000e+00	4.990000e+00	3.913056e+00	3.913057e-01
5.000000000000000e+00	5.000000e+00	3.922416e+00	3.922417e-01
