V1	V(n001)	I(D2)
-4.630000000000000e+00	-4.630000e+00	-2.524630e-09
-4.640000000000000e+00	-4.640000e+00	-2.524641e-09
-4.650000000000000e+00	-4.650000e+00	-2.524650e-09
-4.660000000000000e+00	-4.660000e+00	-2.524661e-09
-4.670000000000000e+00	-4.670000e+00	-2.524671e-09
-4.680000000000000e+00	-4.680000e+00	-2.524680e-09
-4.690000000000000e+00	-4.690000e+00	-2.524691e-09
-4.700000000000000e+00	-4.700000e+00	-2.524700e-09
-4.710000000000000e+00	-4.710000e+00	-2.524711e-09
-4.720000000000000e+00	-4.720000e+00	-2.524721e-09
-4.730000000000000e+00	-4.730000e+00	-2.524730e-09
-4.740000000000000e+00	-4.740000e+00	-2.524741e-09
-4.750000000000000e+00	-4.750000e+00	-2.524750e-09
-4.760000000000000e+00	-4.760000e+00	-2.524761e-09
-4.770000000000000e+00	-4.770000e+00	-2.524771e-09
-4.780000000000000e+00	-4.780000e+00	-2.524780e-09
-4.790000000000000e+00	-4.790000e+00	-2.524791e-09
-4.800000000000000e+00	-4.800000e+00	-2.524800e-09
-4.810000000000000e+00	-4.810000e+00	-2.524811e-09
-4.820000000000000e+00	-4.820000e+00	-2.524821e-09
-4.830000000000000e+00	-4.830000e+00	-2.524830e-09
-4.840000000000000e+00	-4.840000e+00	-2.524841e-09
-4.850000000000001e+00	-4.850000e+00	-2.524850e-09
-4.860000000000000e+00	-4.860000e+00	-2.524861e-09
-4.870000000000000e+00	-4.870000e+00	-2.524871e-09
-4.880000000000000e+00	-4.880000e+00	-2.524880e-09
-4.890000000000000e+00	-4.890000e+00	-2.524891e-09
-4.900000000000000e+00	-4.900000e+00	-2.524901e-09
-4.910000000000000e+00	-4.910000e+00	-2.524911e-09
-4.920000000000000e+00	-4.920000e+00	-2.524921e-09
-4.930000000000000e+00	-4.930000e+00	-2.524930e-09
-4.940000000000000e+00	-4.940000e+00	-2.524941e-09
-4.950000000000000e+00	-4.950000e+00	-2.524950e-09
-4.960000000000000e+00	-4.960000e+00	-2.524961e-09
-4.970000000000000e+00	-4.970000e+00	-2.524971e-09
-4.980000000000000e+00	-4.980000e+00	-2.524980e-09
-4.990000000000000e+00	-4.990000e+00	-2.524991e-09
-5.000000000000000e+00	-5.000000e+00	-2.525001e-09
