Vdd	V(vdd)	V(vin)	I(Vdd)	I(Vin)	Ib(M1)	Id(M1)	Ig(M1)	Is(M1)
Step Information: Vin=0  (Step: 1/51)
3.800000000000000e+00	3.800000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-3.810000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
3.900000000000000e+00	3.900000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-3.910000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.000000000000000e+00	4.000000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.010000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.100000000000001e+00	4.100000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.110000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.200000000000000e+00	4.200000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.210000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.300000000000000e+00	4.300000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.310000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.400000000000000e+00	4.400000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.410000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.500000000000000e+00	4.500000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.510000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.600000000000001e+00	4.600000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.610000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.700000000000000e+00	4.700000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.710000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.800000000000001e+00	4.800000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.810000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
4.900000000000000e+00	4.900000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-4.910000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.000000000000000e+00	5.000000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.010000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.100000000000001e+00	5.100000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.110000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.200000000000000e+00	5.200000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.210000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.300000000000001e+00	5.300000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.310000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.400000000000000e+00	5.400000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.410000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.500000000000000e+00	5.500000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.510000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.600000000000001e+00	5.600000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.610000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.700000000000000e+00	5.700000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.710000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.800000000000001e+00	5.800000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.810000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
5.900000000000000e+00	5.900000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-5.910000e-12	1.690001e-05	0.000000e+00	-1.690000e-05
6.000000000000000e+00	6.000000e+00	1.300000e+00	-1.690001e-05	0.000000e+00	-6.010000e-12	1.690001e-05	0.000000e+00	-1.690001e-05
Step Information: Vin=1.4  (Step: 15/51)
0.000000000000000e+00	0.000000e+00	1.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00
1.000000000000000e-01	1.000000e-01	1.400000e+00	-2.700000e-06	0.000000e+00	-1.097906e-13	2.700000e-06	0.000000e+00	-2.700000e-06
2.000000000000000e-01	2.000000e-01	1.400000e+00	-5.200000e-06	0.000000e+00	-2.099956e-13	5.200000e-06	0.000000e+00	-5.200000e-06
3.000000000000000e-01	3.000000e-01	1.400000e+00	-7.500001e-06	0.000000e+00	-3.099999e-13	7.500001e-06	0.000000e+00	-7.500000e-06
4.000000000000000e-01	4.000000e-01	1.400000e+00	-9.600001e-06	0.000000e+00	-4.100000e-13	9.600001e-06	0.000000e+00	-9.600000e-06
5.000000000000000e-01	5.000000e-01	1.400000e+00	-1.150000e-05	0.000000e+00	-5.100000e-13	1.150000e-05	0.000000e+00	-1.150000e-05
6.000000000000001e-01	6.000000e-01	1.400000e+00	-1.320000e-05	0.000000e+00	-6.100000e-13	1.320000e-05	0.000000e+00	-1.320000e-05
7.000000000000001e-01	7.000000e-01	1.400000e+00	-1.470000e-05	0.000000e+00	-7.100000e-13	1.470000e-05	0.000000e+00	-1.470000e-05
8.000000000000000e-01	8.000000e-01	1.400000e+00	-1.600000e-05	0.000000e+00	-8.100000e-13	1.600000e-05	0.000000e+00	-1.600000e-05
9.000000000000000e-01	9.000000e-01	1.400000e+00	-1.710000e-05	0.000000e+00	-9.100000e-13	1.710000e-05	0.000000e+00	-1.710000e-05
1.000000000000000e+00	1.000000e+00	1.400000e+00	-1.800000e-05	0.000000e+00	-1.010000e-12	1.800000e-05	0.000000e+00	-1.800000e-05
1.100000000000000e+00	1.100000e+00	1.400000e+00	-1.870000e-05	0.000000e+00	-1.110000e-12	1.870000e-05	0.000000e+00	-1.870000e-05
1.200000000000000e+00	1.200000e+00	1.400000e+00	-1.920000e-05	0.000000e+00	-1.210000e-12	1.920000e-05	0.000000e+00	-1.920000e-05
1.300000000000000e+00	1.300000e+00	1.400000e+00	-1.950000e-05	0.000000e+00	-1.310000e-12	1.950000e-05	0.000000e+00	-1.950000e-05
1.400000000000000e+00	1.400000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-1.410000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
1.500000000000000e+00	1.500000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-1.510000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
1.600000000000000e+00	1.600000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-1.610000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
1.700000000000000e+00	1.700000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-1.710000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
1.800000000000000e+00	1.800000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-1.810000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
1.900000000000000e+00	1.900000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-1.910000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
2.000000000000000e+00	2.000000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-2.010000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
2.100000000000000e+00	2.100000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-2.110000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
2.200000000000000e+00	2.200000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-2.210000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
2.300000000000000e+00	2.300000e+00	1.400000e+00	-1.960000e-05	0.000000e+00	-2.310000e-12	1.960000e-05	0.000000e+00	-1.960000e-05
2.400000000000000e+00	2.400000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-2.410000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
2.500000000000000e+00	2.500000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-2.510000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
2.600000000000000e+00	2.600000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-2.610000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
2.700000000000000e+00	2.700000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-2.710000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
2.800000000000000e+00	2.800000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-2.810000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
2.900000000000000e+00	2.900000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-2.910000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.000000000000000e+00	3.000000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.010000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.100000000000000e+00	3.100000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.110000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.200000000000000e+00	3.200000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.210000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.300000000000000e+00	3.300000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.310000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.400000000000000e+00	3.400000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.410000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.500000000000000e+00	3.500000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.510000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.600000000000000e+00	3.600000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.610000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.700000000000000e+00	3.700000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.710000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.800000000000000e+00	3.800000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.810000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
3.900000000000000e+00	3.900000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-3.910000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.000000000000000e+00	4.000000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.010000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.100000000000001e+00	4.100000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.110000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.200000000000000e+00	4.200000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.210000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.300000000000000e+00	4.300000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.310000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.400000000000000e+00	4.400000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.410000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.500000000000000e+00	4.500000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.510000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.600000000000001e+00	4.600000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.610000e-12	1.960001e-05	0.000000e+00	-1.960000e-05
4.700000000000000e+00	4.700000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.710000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
4.800000000000001e+00	4.800000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.810000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
4.900000000000000e+00	4.900000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-4.910000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.000000000000000e+00	5.000000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.010000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.100000000000001e+00	5.100000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.110000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.200000000000000e+00	5.200000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.210000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.300000000000001e+00	5.300000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.310000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.400000000000000e+00	5.400000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.410000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.500000000000000e+00	5.500000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.510000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.600000000000001e+00	5.600000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.610000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.700000000000000e+00	5.700000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.710000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.800000000000001e+00	5.800000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.810000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
5.900000000000000e+00	5.900000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-5.910000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
6.000000000000000e+00	6.000000e+00	1.400000e+00	-1.960001e-05	0.000000e+00	-6.010000e-12	1.960001e-05	0.000000e+00	-1.960001e-05
Step Information: Vin=1.5  (Step: 16/51)
0.000000000000000e+00	0.000000e+00	1.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00
1.000000000000000e-01	1.000000e-01	1.500000e+00	-2.900000e-06	0.000000e+00	-1.097906e-13	2.900000e-06	0.000000e+00	-2.900000e-06
2.000000000000000e-01	2.000000e-01	1.500000e+00	-5.600000e-06	0.000000e+00	-2.099956e-13	5.600000e-06	0.000000e+00	-5.600000e-06
3.000000000000000e-01	3.000000e-01	1.500000e+00	-8.100001e-06	0.000000e+00	-3.099999e-13	8.100001e-06	0.000000e+00	-8.100001e-06
4.000000000000000e-01	4.000000e-01	1.500000e+00	-1.040000e-05	0.000000e+00	-4.100000e-13	1.040000e-05	0.000000e+00	-1.040000e-05
5.000000000000000e-01	5.000000e-01	1.500000e+00	-1.250000e-05	0.000000e+00	-5.100000e-13	1.250000e-05	0.000000e+00	-1.250000e-05
6.000000000000001e-01	6.000000e-01	1.500000e+00	-1.440000e-05	0.000000e+00	-6.100000e-13	1.440000e-05	0.000000e+00	-1.440000e-05
7.000000000000001e-01	7.000000e-01	1.500000e+00	-1.610000e-05	0.000000e+00	-7.100000e-13	1.610000e-05	0.000000e+00	-1.610000e-05
8.000000000000000e-01	8.000000e-01	1.500000e+00	-1.760000e-05	0.000000e+00	-8.100000e-13	1.760000e-05	0.000000e+00	-1.760000e-05
9.000000000000000e-01	9.000000e-01	1.500000e+00	-1.890000e-05	0.000000e+00	-9.100000e-13	1.890000e-05	0.000000e+00	-1.890000e-05
1.000000000000000e+00	1.000000e+00	1.500000e+00	-2.000000e-05	0.000000e+00	-1.010000e-12	2.000000e-05	0.000000e+00	-2.000000e-05
1.100000000000000e+00	1.100000e+00	1.500000e+00	-2.090000e-05	0.000000e+00	-1.110000e-12	2.090000e-05	0.000000e+00	-2.090000e-05
1.200000000000000e+00	1.200000e+00	1.500000e+00	-2.160000e-05	0.000000e+00	-1.210000e-12	2.160000e-05	0.000000e+00	-2.160000e-05
1.300000000000000e+00	1.300000e+00	1.500000e+00	-2.210000e-05	0.000000e+00	-1.310000e-12	2.210000e-05	0.000000e+00	-2.210000e-05
1.400000000000000e+00	1.400000e+00	1.500000e+00	-2.240000e-05	0.000000e+00	-1.410000e-12	2.240000e-05	0.000000e+00	-2.240000e-05
1.500000000000000e+00	1.500000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-1.510000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
1.600000000000000e+00	1.600000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-1.610000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
1.700000000000000e+00	1.700000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-1.710000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
1.800000000000000e+00	1.800000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-1.810000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
1.900000000000000e+00	1.900000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-1.910000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
2.000000000000000e+00	2.000000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-2.010000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
2.100000000000000e+00	2.100000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-2.110000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
2.200000000000000e+00	2.200000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-2.210000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
2.300000000000000e+00	2.300000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-2.310000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
2.400000000000000e+00	2.400000e+00	1.500000e+00	-2.250000e-05	0.000000e+00	-2.410000e-12	2.250000e-05	0.000000e+00	-2.250000e-05
2.500000000000000e+00	2.500000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-2.510000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
2.600000000000000e+00	2.600000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-2.610000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
2.700000000000000e+00	2.700000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-2.710000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
2.800000000000000e+00	2.800000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-2.810000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
2.900000000000000e+00	2.900000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-2.910000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.000000000000000e+00	3.000000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.010000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.100000000000000e+00	3.100000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.110000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.200000000000000e+00	3.200000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.210000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.300000000000000e+00	3.300000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.310000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.400000000000000e+00	3.400000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.410000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.500000000000000e+00	3.500000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.510000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.600000000000000e+00	3.600000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.610000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.700000000000000e+00	3.700000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.710000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.800000000000000e+00	3.800000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.810000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
3.900000000000000e+00	3.900000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-3.910000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.000000000000000e+00	4.000000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.010000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.100000000000001e+00	4.100000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.110000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.200000000000000e+00	4.200000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.210000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.300000000000000e+00	4.300000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.310000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.400000000000000e+00	4.400000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.410000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.500000000000000e+00	4.500000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.510000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.600000000000001e+00	4.600000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.610000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.700000000000000e+00	4.700000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.710000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.800000000000001e+00	4.800000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.810000e-12	2.250001e-05	0.000000e+00	-2.250000e-05
4.900000000000000e+00	4.900000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-4.910000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.000000000000000e+00	5.000000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.010000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.100000000000001e+00	5.100000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.110000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.200000000000000e+00	5.200000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.210000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.300000000000001e+00	5.300000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.310000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.400000000000000e+00	5.400000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.410000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.500000000000000e+00	5.500000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.510000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.600000000000001e+00	5.600000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.610000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.700000000000000e+00	5.700000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.710000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.800000000000001e+00	5.800000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.810000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
5.900000000000000e+00	5.900000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-5.910000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
6.000000000000000e+00	6.000000e+00	1.500000e+00	-2.250001e-05	0.000000e+00	-6.010000e-12	2.250001e-05	0.000000e+00	-2.250001e-05
Step Information: Vin=1.6  (Step: 17/51)
0.000000000000000e+00	0.000000e+00	1.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00
1.000000000000000e-01	1.000000e-01	1.600000e+00	-3.100000e-06	0.000000e+00	-1.097906e-13	3.100000e-06	0.000000e+00	-3.100000e-06
2.000000000000000e-01	2.000000e-01	1.600000e+00	-6.000000e-06	0.000000e+00	-2.099956e-13	6.000000e-06	0.000000e+00	-6.000000e-06
3.000000000000000e-01	3.000000e-01	1.600000e+00	-8.700001e-06	0.000000e+00	-3.099999e-13	8.700001e-06	0.000000e+00	-8.700000e-06
4.000000000000000e-01	4.000000e-01	1.600000e+00	-1.120000e-05	0.000000e+00	-4.100000e-13	1.120000e-05	0.000000e+00	-1.120000e-05
5.000000000000000e-01	5.000000e-01	1.600000e+00	-1.350000e-05	0.000000e+00	-5.100000e-13	1.350000e-05	0.000000e+00	-1.350000e-05
6.000000000000001e-01	6.000000e-01	1.600000e+00	-1.560000e-05	0.000000e+00	-6.100000e-13	1.560000e-05	0.000000e+00	-1.560000e-05
7.000000000000001e-01	7.000000e-01	1.600000e+00	-1.750000e-05	0.000000e+00	-7.100000e-13	1.750000e-05	0.000000e+00	-1.750000e-05
8.000000000000000e-01	8.000000e-01	1.600000e+00	-1.920000e-05	0.000000e+00	-8.100000e-13	1.920000e-05	0.000000e+00	-1.920000e-05
9.000000000000000e-01	9.000000e-01	1.600000e+00	-2.070000e-05	0.000000e+00	-9.100000e-13	2.070000e-05	0.000000e+00	-2.070000e-05
1.000000000000000e+00	1.000000e+00	1.600000e+00	-2.200000e-05	0.000000e+00	-1.010000e-12	2.200000e-05	0.000000e+00	-2.200000e-05
1.100000000000000e+00	1.100000e+00	1.600000e+00	-2.310000e-05	0.000000e+00	-1.110000e-12	2.310000e-05	0.000000e+00	-2.310000e-05
1.200000000000000e+00	1.200000e+00	1.600000e+00	-2.400000e-05	0.000000e+00	-1.210000e-12	2.400000e-05	0.000000e+00	-2.400000e-05
1.300000000000000e+00	1.300000e+00	1.600000e+00	-2.470000e-05	0.000000e+00	-1.310000e-12	2.470000e-05	0.000000e+00	-2.470000e-05
1.400000000000000e+00	1.400000e+00	1.600000e+00	-2.520000e-05	0.000000e+00	-1.410000e-12	2.520000e-05	0.000000e+00	-2.520000e-05
1.500000000000000e+00	1.500000e+00	1.600000e+00	-2.550000e-05	0.000000e+00	-1.510000e-12	2.550000e-05	0.000000e+00	-2.550000e-05
1.600000000000000e+00	1.600000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-1.610000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
1.700000000000000e+00	1.700000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-1.710000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
1.800000000000000e+00	1.800000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-1.810000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
1.900000000000000e+00	1.900000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-1.910000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
2.000000000000000e+00	2.000000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-2.010000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
2.100000000000000e+00	2.100000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-2.110000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
2.200000000000000e+00	2.200000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-2.210000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
2.300000000000000e+00	2.300000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-2.310000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
2.400000000000000e+00	2.400000e+00	1.600000e+00	-2.560000e-05	0.000000e+00	-2.410000e-12	2.560000e-05	0.000000e+00	-2.560000e-05
2.500000000000000e+00	2.500000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-2.510000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
2.600000000000000e+00	2.600000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-2.610000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
2.700000000000000e+00	2.700000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-2.710000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
2.800000000000000e+00	2.800000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-2.810000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
2.900000000000000e+00	2.900000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-2.910000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
3.000000000000000e+00	3.000000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-3.010000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
3.100000000000000e+00	3.100000e+00	1.600000e+00	-2.560001e-05	0.000000e+00	-3.110000e-12	2.560001e-05	0.000000e+00	-2.560000e-05
